time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-04-06T00:29:27.841Z,0.6799,97.1097,10,4.3,mb,,188,0.775,0.65,us,us7000h1rj,2022-06-11T20:21:18.040Z,"193 km SSW of Singkil, Indonesia",earthquake,8.7,1.9,0.188,8,reviewed,us,us
2022-04-05T12:26:57.690Z,-3.4129,99.1467,10,4.2,mb,,169,3.915,0.5,us,us7000h0qm,2022-06-11T20:21:16.040Z,"291 km WSW of Sungai Penuh, Indonesia",earthquake,9.9,1.9,0.236,6,reviewed,us,us
2022-04-03T18:14:42.591Z,-0.2121,100.6678,47.55,4.3,mb,,78,0.651,1.1,us,us7000h0gi,2022-06-11T20:21:12.040Z,"3 km E of Payakumbuh, Indonesia",earthquake,4.6,7.6,0.125,18,reviewed,us,us
2022-04-03T13:30:02.249Z,0.7243,99.8612,156.55,4.4,mb,,130,1.242,0.66,us,us7000gzdg,2022-06-11T20:21:00.040Z,"97 km SE of Padangsidempuan, Indonesia",earthquake,7.2,6.3,0.072,58,reviewed,us,us
2022-04-01T11:54:34.106Z,1.9541,99.1119,140.88,4.8,mb,,60,0.758,0.5,us,us7000gyyr,2022-06-04T20:42:34.040Z,"43 km ENE of Sibolga, Indonesia",earthquake,6.1,5.6,0.056,98,reviewed,us,us
2022-03-22T06:27:13.611Z,0.431,97.07,10,4.8,mb,,89,1.003,0.57,us,us6000h6l1,2022-05-28T18:35:24.040Z,"220 km SSW of Singkil, Indonesia",earthquake,6.4,1.9,0.076,54,reviewed,us,us
2022-03-19T01:03:40.204Z,-3.314,102.171,98.76,4.5,mb,,98,1.301,0.72,us,us6000h5x3,2022-05-28T18:35:17.040Z,"42 km WNW of Curup, Indonesia",earthquake,6.7,6.8,0.124,23,reviewed,us,us
2022-03-18T21:06:30.909Z,-3.6651,101.5566,33.53,4.2,mb,,181,1.557,0.57,us,us7000gwnu,2022-05-27T14:55:46.040Z,"80 km W of Bengkulu, Indonesia",earthquake,9.1,7.5,0.175,9,reviewed,us,us
2022-03-17T15:10:28.559Z,-0.0838,96.8272,10,4.5,mb,,133,1.568,0.78,us,us6000h6qv,2022-05-27T14:55:43.040Z,"283 km SSW of Singkil, Indonesia",earthquake,8,1.9,0.082,48,reviewed,us,us
2022-03-16T19:55:00.741Z,0.4971,98.4959,51.51,4.2,mb,,179,1.22,1.12,us,us6000h56z,2022-05-27T14:55:29.040Z,"Nias region, Indonesia",earthquake,9.8,8.2,0.102,27,reviewed,us,us
2022-03-16T02:44:35.770Z,0.3553,97.5769,28.07,4.2,mb,,196,0.942,0.51,us,us6000h6fw,2022-05-27T14:55:40.040Z,"203 km SW of Sibolga, Indonesia",earthquake,8.2,7.1,0.125,18,reviewed,us,us
2022-03-15T12:12:32.092Z,-0.5284,98.5948,43.75,5.2,mww,,47,2.086,0.54,us,us6000h4p4,2022-05-27T14:55:26.040Z,"170 km W of Pariaman, Indonesia",earthquake,4.7,6.3,0.075,17,reviewed,us,us
2022-03-14T15:12:40.701Z,-3.3406,100.8102,39.26,4.2,mb,,162,2.368,0.63,us,us6000h5rv,2022-05-27T14:55:37.040Z,"156 km SSW of Sungai Penuh, Indonesia",earthquake,14.6,9,0.159,11,reviewed,us,us
2022-03-14T14:12:10.077Z,-0.5434,98.5566,25.09,5.3,mww,,46,2.08,0.64,us,us6000h4ff,2022-05-27T14:55:24.040Z,"174 km W of Pariaman, Indonesia",earthquake,5.6,2.9,0.069,20,reviewed,us,us
2022-03-13T21:38:43.829Z,-0.6087,98.5291,29.19,5.6,mww,,35,2.125,0.64,us,us6000h49u,2022-05-27T14:55:22.040Z,"177 km W of Pariaman, Indonesia",earthquake,4,3,0.093,11,reviewed,us,us
2022-03-13T21:37:17.781Z,-0.3635,97.893,10,4.5,mb,,103,1.686,0.52,us,us6000h5hq,2022-05-27T14:55:34.040Z,"246 km SW of Padangsidempuan, Indonesia",earthquake,5.7,1.9,0.18,11,reviewed,us,us
2022-03-13T21:34:02.761Z,-0.7876,98.5153,10,4.1,mb,,206,2.28,0.65,us,us6000h5gy,2022-05-27T14:55:33.040Z,"179 km W of Pariaman, Indonesia",earthquake,8.8,1.9,0.174,9,reviewed,us,us
2022-03-13T21:24:11.939Z,-0.8236,98.3589,19.77,4.6,mb,,67,2.253,0.66,us,us6000h5hf,2022-05-27T14:55:34.040Z,"197 km W of Pariaman, Indonesia",earthquake,5.7,4.6,0.126,19,reviewed,us,us
2022-03-13T21:09:22.258Z,-0.6294,98.6259,28,6.7,mww,,43,2.188,0.92,us,us6000h48e,2022-05-27T14:55:19.040Z,"166 km W of Pariaman, Indonesia",earthquake,5.2,1.8,0.062,25,reviewed,us,us
2022-03-13T11:32:31.397Z,-4.1284,103.106,117.86,4.5,mb,,89,0.275,0.66,us,us6000h464,2022-05-27T14:55:21.040Z,"19 km SW of Pagar Alam, Indonesia",earthquake,6.5,3.1,0.118,21,reviewed,us,us
2022-03-13T07:38:28.810Z,-2.2143,100.0686,44.55,4.5,mb,,96,2.703,0.65,us,us6000h45f,2022-05-27T14:55:21.040Z,"143 km SSW of Padang, Indonesia",earthquake,7.1,6.5,0.088,41,reviewed,us,us
2022-03-09T22:09:31.953Z,-2.293,100.8763,66.18,4.4,mb,,64,2.606,0.71,us,us6000h3f9,2022-05-14T21:52:26.040Z,"62 km WSW of Sungai Penuh, Indonesia",earthquake,4.9,6.3,0.084,41,reviewed,us,us
2022-03-04T07:08:34.319Z,0.0329,96.6044,10,4.6,mb,,194,1.592,0.54,us,us6000h1zl,2022-05-07T21:32:50.040Z,"271 km S of Sinabang, Indonesia",earthquake,10.7,1.9,0.102,29,reviewed,us,us
2022-03-03T06:37:03.223Z,0.0636,100.0026,10,4.5,mb,,49,1.069,0.42,us,us6000h1n6,2022-05-07T21:32:45.040Z,"58 km NW of Bukittinggi, Indonesia",earthquake,5.6,1.2,0.096,32,reviewed,us,us
2022-03-02T04:41:16.535Z,0.1853,100.1306,10,4.2,mb,,67,0.919,1.04,us,us6000h2t6,2022-05-07T21:32:54.040Z,"60 km NNW of Bukittinggi, Indonesia",earthquake,6,1.9,0.176,10,reviewed,us,us
2022-03-01T15:37:06.152Z,-0.4295,99.1239,66.53,4.5,mb,,135,2.315,1.11,us,us6000h243,2022-05-07T21:32:53.040Z,"112 km W of Pariaman, Indonesia",earthquake,10.9,8,0.144,17,reviewed,us,us
2022-03-01T01:12:29.509Z,-2.1365,101.877,112.87,4.3,mb,,154,2.457,0.75,us,us6000h23q,2022-05-08T21:48:04.040Z,"54 km E of Sungai Penuh, Indonesia",earthquake,14.3,6.7,0.177,9,reviewed,us,us
2022-02-26T19:08:15.534Z,0.1069,99.8773,5.13,4.7,mb,,61,1.182,0.61,us,us6000h0e9,2022-05-07T21:32:33.040Z,"71 km NW of Bukittinggi, Indonesia",earthquake,3.8,4.6,0.067,68,reviewed,us,us
2022-02-25T15:17:21.816Z,0.0531,100.0279,10,4.5,mb,,53,1.047,0.75,us,us6000h058,2022-05-04T13:40:43.040Z,"55 km NW of Bukittinggi, Indonesia",earthquake,6.3,1.9,0.111,24,reviewed,us,us
2022-02-25T04:06:36.663Z,0.0316,100.071,10,4.9,mb,,55,1.011,0.76,us,us6000gzzy,2022-05-04T13:40:34.040Z,"50 km NW of Bukittinggi, Indonesia",earthquake,4.4,1.8,0.106,31,reviewed,us,us
2022-02-25T04:02:17.930Z,0.1186,100.0685,10,4.7,mb,,61,0.992,1.12,us,us6000gzzv,2022-05-04T13:40:33.040Z,"58 km NW of Bukittinggi, Indonesia",earthquake,4.8,1.9,0.13,20,reviewed,us,us
2022-02-25T01:50:42.540Z,-0.2207,100.0582,10,4.2,mb,,168,1.121,0.67,us,us6000h1el,2022-05-04T13:40:30.040Z,"36 km WNW of Bukittinggi, Indonesia",earthquake,5.7,1.8,0.264,5,reviewed,us,us
2022-02-25T01:42:59.326Z,-0.3419,99.904,10,4.9,mb,,168,1.315,0.94,us,us6000h1eu,2022-05-04T13:40:30.040Z,"38 km NW of Pariaman, Indonesia",earthquake,5.5,1.9,0.251,6,reviewed,us,us
2022-02-25T01:39:26.554Z,0.219,100.1006,4,6.1,mww,,25,0.945,1.37,us,us6000gzyg,2023-06-27T07:50:39.859Z,"65 km NNW of Bukittinggi, Indonesia",earthquake,5.9,1.7,0.052,35,reviewed,us,us
2022-02-25T01:35:50.827Z,0.2493,100.0017,10,5,mb,,36,1.04,1.14,us,us6000gzye,2022-05-04T13:40:29.040Z,"74 km NNW of Bukittinggi, Indonesia",earthquake,4.2,1.8,0.072,63,reviewed,us,us
2022-02-23T20:45:29.134Z,2.2217,97.6447,35,4.1,mb,,156,0.914,0.69,us,us6000h0u2,2022-05-04T13:40:08.040Z,"17 km WSW of Singkil, Indonesia",earthquake,4.9,2,0.261,4,reviewed,us,us
2022-02-16T07:03:00.834Z,-3.6755,101.4584,47.48,4.1,mb,,202,1.641,0.52,us,us7000gmsp,2022-04-30T14:18:18.040Z,"90 km W of Bengkulu, Indonesia",earthquake,11.5,10.7,0.175,9,reviewed,us,us
2022-02-15T13:05:38.488Z,1.3933,96.9566,10,4.5,mb,,104,0.625,0.71,us,us7000gl1d,2022-04-30T14:18:15.040Z,"135 km SW of Singkil, Indonesia",earthquake,4.4,1.8,0.099,34,reviewed,us,us
2022-02-12T15:13:18.125Z,0.9005,97.4683,39.52,4.3,mb,,77,0.414,0.81,us,us7000glnj,2022-04-30T14:18:03.040Z,"157 km SSW of Singkil, Indonesia",earthquake,9.2,6.6,0.109,24,reviewed,us,us
2022-02-12T09:17:29.432Z,0.3237,96.3796,10,4.5,mb,,121,1.542,0.61,us,us7000glnc,2022-04-30T14:18:01.040Z,"238 km S of Sinabang, Indonesia",earthquake,5.3,1.7,0.205,7,reviewed,us,us
2022-02-07T08:14:38.248Z,-0.7184,97.1326,10,4.6,mb,,47,2.057,0.35,us,us7000gisq,2022-04-19T17:38:56.040Z,"Kepulauan Batu, Indonesia",earthquake,8,1.8,0.078,49,reviewed,us,us
2022-02-03T13:24:47.896Z,2.0354,96.5742,40.41,4.7,mb,,82,1.236,0.89,us,us7000gjdn,2022-04-15T17:57:26.040Z,"53 km SSE of Sinabang, Indonesia",earthquake,5,7.9,0.086,41,reviewed,us,us
2022-02-02T19:29:17.235Z,0.7928,98.5208,59.15,4.7,mb,,57,1.072,0.93,us,us7000gheg,2022-04-15T17:57:14.040Z,"105 km SW of Padangsidempuan, Indonesia",earthquake,6.5,6.3,0.091,37,reviewed,us,us
2022-02-02T00:30:21.934Z,-0.5225,97.0893,10,4.1,mb,,207,1.878,1.13,us,us7000gj3n,2022-04-15T17:57:25.040Z,"Kepulauan Batu, Indonesia",earthquake,6.2,2,0.174,9,reviewed,us,us
2022-01-30T07:20:42.321Z,1.867,97.11,30.6,4.1,mb,,192,0.727,0.34,us,us7000ghyh,2022-04-15T17:57:21.040Z,"88 km WSW of Singkil, Indonesia",earthquake,11.8,9.1,0.213,8,reviewed,us,us
2022-01-21T12:11:13.926Z,-1.9322,102.1505,227.91,4,mb,,143,2.503,0.44,us,us7000gfvw,2022-04-01T17:40:37.040Z,"85 km E of Sungai Penuh, Indonesia",earthquake,7.2,8,0.144,13,reviewed,us,us
2022-01-19T06:00:32.606Z,-0.7122,99.0987,35,4.6,mb,,186,2.516,1.11,us,us7000gfku,2022-04-01T17:40:35.040Z,"114 km W of Pariaman, Indonesia",earthquake,9.6,2,0.194,11,reviewed,us,us
2022-01-12T03:17:41.405Z,0.463,96.8611,10,4.6,mb,,158,1.099,0.71,us,us7000gdky,2022-03-19T22:07:50.040Z,"226 km SSW of Singkil, Indonesia",earthquake,7.5,1.9,0.129,18,reviewed,us,us
2022-01-11T00:26:30.165Z,0.1519,96.7107,10,5.2,mww,,47,1.434,0.81,us,us7000gaqk,2022-03-19T22:07:38.040Z,"260 km S of Sinabang, Indonesia",earthquake,7.1,1.8,0.089,12,reviewed,us,us
2022-01-04T10:55:40.211Z,-1.5098,99.4714,35,4.5,mb,,198,2.405,0.41,us,us7000gbnx,2022-03-12T22:19:20.040Z,"116 km WSW of Padang, Indonesia",earthquake,10.1,2,0.163,12,reviewed,us,us
2021-12-30T18:31:32.862Z,0.1856,96.6595,10,4.6,mb,,114,1.439,0.85,us,us7000g80u,2022-03-05T23:10:57.040Z,"255 km S of Sinabang, Indonesia",earthquake,5.7,1.7,0.079,47,reviewed,us,us
2021-12-30T16:09:36.142Z,-0.3514,98.7661,42.38,4.6,mb,,104,2.03,0.84,us,us7000g801,2022-03-05T23:10:56.040Z,"153 km W of Pariaman, Indonesia",earthquake,7.1,5.8,0.076,58,reviewed,us,us
2021-12-21T03:10:30.855Z,1.7515,99.5087,178.7,4.1,mb,,103,1.104,0.69,us,us7000g8z0,2022-03-01T16:38:44.040Z,"42 km SW of Bandar, Indonesia",earthquake,9.2,7.6,0.151,12,reviewed,us,us
2021-12-17T14:38:38.781Z,1.1637,97.5769,19.98,4.3,mb,,195,0.139,0.53,us,us6000gei4,2022-03-01T16:37:09.040Z,"126 km S of Singkil, Indonesia",earthquake,9.1,4.7,0.148,13,reviewed,us,us
2021-12-13T19:26:05.364Z,0.1813,96.6817,10,4.3,mb,,187,1.429,0.87,us,us6000gbzh,2022-02-24T21:00:35.040Z,"256 km S of Sinabang, Indonesia",earthquake,7.5,1.9,0.109,24,reviewed,us,us
2021-12-12T22:37:00.619Z,-4.184,101.317,35,4.6,mb,,58,1.643,0.67,us,us6000gbqz,2022-02-24T21:00:24.040Z,"113 km WSW of Bengkulu, Indonesia",earthquake,6.7,1.9,0.08,47,reviewed,us,us
2021-12-03T09:58:41.139Z,0.4452,96.6539,10,4.1,mb,,197,1.255,0.42,us,us6000gahl,2022-02-12T23:06:47.040Z,"227 km S of Sinabang, Indonesia",earthquake,11,2,0.174,9,reviewed,us,us
2021-12-03T04:56:44.737Z,-2.0791,100.084,10,4.2,mb,,88,3.654,0.37,us,us6000gahc,2022-02-12T23:06:46.040Z,"128 km SSW of Padang, Indonesia",earthquake,12.3,1.7,0.265,6,reviewed,us,us
2021-11-29T15:25:44.797Z,-1.3075,99.7371,49.99,4.6,mb,,77,2.08,0.83,us,us6000g8rl,2022-02-05T23:03:56.040Z,"79 km WSW of Padang, Indonesia",earthquake,7.7,7.2,0.092,35,reviewed,us,us
2021-11-29T15:24:25.907Z,-2.5579,99.5117,10,4.5,mb,,64,3.246,0.62,us,us7000fxzv,2022-02-05T23:04:34.040Z,"201 km SSW of Padang, Indonesia",earthquake,7.5,1.9,0.099,32,reviewed,us,us
2021-11-28T22:34:41.081Z,0.2788,99.6074,125.88,4.3,mb,,140,1.433,0.73,us,us7000fxu1,2022-02-05T23:04:30.040Z,"106 km NW of Bukittinggi, Indonesia",earthquake,7.5,7.2,0.125,18,reviewed,us,us
2021-11-26T14:33:53.655Z,-3.8198,101.3726,40.11,4.2,mb,,104,1.668,0.49,us,us6000g887,2022-02-05T23:03:43.040Z,"99 km W of Bengkulu, Indonesia",earthquake,4,9,0.175,10,reviewed,us,us
2021-11-26T00:41:02.500Z,-3.1708,101.6916,88.82,4.6,mb,,184,1.728,0.88,us,us6000g87m,2022-02-05T23:03:41.040Z,"94 km NW of Bengkulu, Indonesia",earthquake,10.5,10,0.114,23,reviewed,us,us
2021-11-23T15:29:48.490Z,0.2598,96.5546,10,4.3,mb,,191,1.455,0.62,us,us7000fxaa,2022-01-29T22:56:06.040Z,"246 km S of Sinabang, Indonesia",earthquake,11.3,1.9,0.129,17,reviewed,us,us
2021-11-23T06:22:18.777Z,1.5955,99.4098,161.98,4.3,mb,,88,1.856,0.62,us,us7000fwdl,2022-01-29T22:55:28.040Z,"28 km NNE of Padangsidempuan, Indonesia",earthquake,6.3,7.5,0.133,16,reviewed,us,us
2021-11-22T21:13:53.506Z,0.3728,96.6335,10,4.8,mww,,46,1.32,0.73,us,us7000fwac,2022-01-29T22:55:24.040Z,"234 km S of Sinabang, Indonesia",earthquake,5.5,1.8,0.086,13,reviewed,us,us
2021-11-22T09:01:03.402Z,0.2014,96.8145,10,4.2,mb,,194,1.333,0.46,us,us7000fx94,2022-01-29T22:56:02.040Z,"254 km SSW of Singkil, Indonesia",earthquake,5.2,1.9,0.187,9,reviewed,us,us
2021-11-21T18:20:53.742Z,-3.4199,101.4466,65.14,4.5,mb,,60,1.771,1.24,us,us7000fx1j,2022-01-29T22:55:58.040Z,"100 km WNW of Bengkulu, Indonesia",earthquake,7.4,6.5,0.121,20,reviewed,us,us
2021-11-19T15:46:26.682Z,0.1421,96.5942,10,4.4,mb,,62,1.514,0.91,us,us7000fwrj,2022-01-29T22:55:44.040Z,"259 km S of Sinabang, Indonesia",earthquake,7.7,1.9,0.12,20,reviewed,us,us
2021-11-19T11:16:29.708Z,0.2242,96.701,10,4.9,mb,,136,1.383,0.52,us,us7000fvf6,2022-01-29T22:54:59.040Z,"252 km S of Sinabang, Indonesia",earthquake,5.6,1.9,0.068,69,reviewed,us,us
2021-11-17T03:30:34.980Z,-3.5754,101.5892,59.84,5,mb,,69,1.57,0.93,us,us7000fuqy,2022-01-22T20:51:57.040Z,"79 km WNW of Bengkulu, Indonesia",earthquake,4.2,6.5,0.072,61,reviewed,us,us
2021-11-16T17:11:17.572Z,-2.226,102.3492,211.84,4.4,mb,,61,2.205,0.71,us,us7000fukw,2022-01-22T20:51:56.040Z,"108 km E of Sungai Penuh, Indonesia",earthquake,7,5.6,0.066,74,reviewed,us,us
2021-11-12T10:44:17.100Z,1.2957,98.8933,91.42,5.1,mww,,45,1.317,0.52,us,us7000ftia,2022-01-22T20:51:46.040Z,"43 km WSW of Padangsidempuan, Indonesia",earthquake,6.2,4.5,0.073,18,reviewed,us,us
2021-11-12T06:33:23.300Z,0.201,98.5221,41.5,4.6,mb,,138,1.447,0.59,us,us7000fth3,2022-01-22T20:51:46.040Z,"154 km SSW of Padangsidempuan, Indonesia",earthquake,4,8,0.147,14,reviewed,us,us
2021-11-11T08:56:35.498Z,1.3321,99.0562,120.32,4.1,mb,,136,1.359,0.44,us,us7000fulr,2022-01-15T20:51:54.040Z,"24 km WSW of Padangsidempuan, Indonesia",earthquake,10.3,6.7,0.197,8,reviewed,us,us
2021-11-11T03:13:11.831Z,0.5863,96.6701,10,4.6,mb,,181,1.152,0.58,us,us7000fulm,2022-01-15T20:51:53.040Z,"211 km S of Sinabang, Indonesia",earthquake,10.3,2,0.165,11,reviewed,us,us
2021-11-10T14:25:17.646Z,1.9401,96.6995,28.47,4.7,mb,,96,1.079,0.46,us,us7000fszd,2022-01-15T20:51:45.040Z,"69 km SSE of Sinabang, Indonesia",earthquake,6.3,2.1,0.065,72,reviewed,us,us
2021-11-10T07:18:16.058Z,0.2491,96.5784,9.8,4.5,mb,,143,1.446,0.61,us,us7000fucj,2022-01-15T20:51:52.040Z,"247 km S of Sinabang, Indonesia",earthquake,7.6,5.1,0.14,15,reviewed,us,us
2021-11-07T11:29:02.739Z,0.225,98.5567,43.49,4.4,mb,,139,1.452,0.75,us,us7000fs74,2022-01-15T20:51:38.040Z,"150 km SSW of Padangsidempuan, Indonesia",earthquake,8.5,8.8,0.095,35,reviewed,us,us
2021-11-05T23:02:25.485Z,0.2129,96.8579,10,4.3,mb,,101,1.299,0.51,us,us7000ft1p,2022-01-15T20:51:46.040Z,"251 km SSW of Singkil, Indonesia",earthquake,7.5,1.9,0.129,17,reviewed,us,us
2021-11-04T08:08:32.471Z,0.3836,96.754,10,4.5,mb,,197,1.229,0.65,us,us7000fsqq,2022-01-14T17:59:07.040Z,"235 km S of Sinabang, Indonesia",earthquake,6.6,1.9,0.163,11,reviewed,us,us
2021-11-03T05:09:33.354Z,0.2183,96.5849,10,4.4,mb,,179,1.464,0.44,us,us7000fsm3,2022-01-14T17:59:06.040Z,"251 km S of Sinabang, Indonesia",earthquake,7.6,1.8,0.24,6,reviewed,us,us
2021-11-03T01:30:21.857Z,0.2152,96.6722,10,4.7,mb,,62,1.409,0.75,us,us7000fr0c,2022-01-14T17:58:56.040Z,"252 km S of Sinabang, Indonesia",earthquake,5.6,1.8,0.076,53,reviewed,us,us
2021-11-03T00:50:35.771Z,0.9206,98.5198,64.77,5.1,mb,,50,1.018,1.06,us,us7000fqzz,2022-01-14T17:58:55.040Z,"95 km SSW of Sibolga, Indonesia",earthquake,5,5.2,0.054,114,reviewed,us,us
2021-11-03T00:28:41.524Z,0.1353,96.6902,10,4.3,mb,,112,1.459,0.89,us,us7000fslx,2022-01-14T17:59:05.040Z,"261 km S of Sinabang, Indonesia",earthquake,7.2,1.8,0.114,22,reviewed,us,us
2021-11-02T20:08:08.188Z,0.2908,96.6509,10,4.4,mb,,133,1.366,0.68,us,us7000frsl,2022-01-14T17:59:05.040Z,"243 km S of Sinabang, Indonesia",earthquake,4.5,1.9,0.099,31,reviewed,us,us
2021-11-02T19:56:57.760Z,0.1274,96.733,10,4.4,mb,,99,1.44,0.87,us,us7000fqxm,2022-01-14T17:58:55.040Z,"263 km S of Sinabang, Indonesia",earthquake,5.7,1.8,0.085,49,reviewed,us,us
2021-11-02T18:00:46.788Z,0.1465,96.7287,10,4.3,mb,,164,1.427,0.66,us,us7000frsf,2022-01-14T17:59:05.040Z,"260 km S of Sinabang, Indonesia",earthquake,7.9,1.9,0.116,23,reviewed,us,us
2021-11-02T15:06:23.297Z,0.3396,96.5751,10,4.3,mb,,187,1.384,0.52,us,us7000frsb,2022-01-14T17:59:04.040Z,"Nias region, Indonesia",earthquake,5.2,1.9,0.123,19,reviewed,us,us
2021-11-02T14:59:16.825Z,0.1717,96.675,10,4.5,mb,,61,1.44,0.54,us,us7000fqui,2022-01-14T17:58:54.040Z,"257 km S of Sinabang, Indonesia",earthquake,10.3,1.9,0.102,30,reviewed,us,us
2021-11-02T14:47:48.048Z,0.1448,96.6846,10,4.9,mb,,47,1.455,0.96,us,us7000fque,2022-01-14T17:58:54.040Z,"260 km S of Sinabang, Indonesia",earthquake,4.3,1.8,0.06,91,reviewed,us,us
2021-11-02T13:39:16.657Z,0.266,96.6246,10,4.9,mww,,34,1.402,0.82,us,us7000fqu4,2022-01-14T17:58:54.040Z,"246 km S of Sinabang, Indonesia",earthquake,3.1,1.8,0.098,10,reviewed,us,us
2021-11-02T10:50:53.043Z,0.1678,96.7074,10,4.2,mb,,185,1.423,0.5,us,us7000frs7,2022-01-14T17:59:04.040Z,"258 km S of Sinabang, Indonesia",earthquake,5.1,1.9,0.152,12,reviewed,us,us
2021-11-02T10:04:08.027Z,0.2776,96.6946,10,4.7,mb,,33,1.347,0.47,us,us7000fqt3,2022-01-14T17:58:52.040Z,"246 km S of Sinabang, Indonesia",earthquake,6.9,1.8,0.061,84,reviewed,us,us
2021-11-02T01:09:56.357Z,0.2312,96.8453,10,4.4,mb,,133,1.291,0.81,us,us7000frrl,2022-01-14T17:59:03.040Z,"250 km SSW of Singkil, Indonesia",earthquake,4.8,1.7,0.144,14,reviewed,us,us
2021-11-01T21:47:34.488Z,0.298,96.7281,10,4.7,mb,,114,1.31,1.01,us,us7000fqmg,2022-01-14T17:58:51.040Z,"244 km S of Sinabang, Indonesia",earthquake,3.6,1.8,0.073,57,reviewed,us,us
2021-11-01T21:38:50.837Z,0.2636,96.7476,10,4.2,mb,,73,1.324,1.09,us,us7000frr7,2022-01-14T17:59:03.040Z,"248 km S of Sinabang, Indonesia",earthquake,7.7,1.9,0.105,25,reviewed,us,us
2021-11-01T21:12:34.842Z,0.2067,96.7147,9.33,4,mb,,164,1.388,0.39,us,us7000frr6,2022-01-14T17:59:03.040Z,"254 km S of Sinabang, Indonesia",earthquake,11.1,4.4,0.231,5,reviewed,us,us
2021-11-01T20:10:53.928Z,0.3144,96.6779,10,4.4,mb,,144,1.331,1.04,us,us7000fqli,2022-01-14T17:58:51.040Z,"241 km S of Sinabang, Indonesia",earthquake,9.2,1.8,0.101,28,reviewed,us,us
2021-11-01T18:41:08.219Z,-1.9253,99.6125,35,4.4,mb,,137,2.652,1.01,us,us7000frrd,2022-01-14T17:59:03.040Z,"135 km SW of Padang, Indonesia",earthquake,14.2,2,0.218,8,reviewed,us,us
2021-11-01T18:38:08.475Z,0.2161,96.7256,10,4.7,mb,,187,1.374,1,us,us7000frrc,2022-01-14T17:59:03.040Z,"253 km S of Sinabang, Indonesia",earthquake,8.7,1.9,0.13,18,reviewed,us,us
2021-11-01T18:37:59.930Z,0.2528,96.7126,10,4.6,mb,,115,1.354,0.73,us,us7000fqkn,2022-01-14T17:58:51.040Z,"249 km S of Sinabang, Indonesia",earthquake,10.8,1.8,0.081,45,reviewed,us,us
2021-11-01T17:04:16.557Z,0.2081,96.709,8,6,mww,,17,1.391,1,us,us7000fqjc,2022-01-14T17:58:50.040Z,"253 km S of Sinabang, Indonesia",earthquake,7.2,1.7,0.047,44,reviewed,us,us
2021-10-30T12:29:39.712Z,0.0302,96.8536,10,4.3,mb,,153,1.456,0.44,us,us7000frf3,2022-01-14T17:59:00.040Z,"270 km SSW of Singkil, Indonesia",earthquake,9.5,1.9,0.113,22,reviewed,us,us
2021-10-26T17:25:38.829Z,-3.3274,101.6916,44.82,4.3,mb,,159,1.626,0.8,us,us7000fp04,2022-01-08T17:43:03.040Z,"82 km NW of Bengkulu, Indonesia",earthquake,8,7.7,0.1,30,reviewed,us,us
2021-10-22T17:01:14.209Z,-2.2317,100.8024,58.34,4.3,mb,,176,2.551,0.69,us,us6000fwt1,2022-01-08T17:41:58.040Z,"68 km WSW of Sungai Penuh, Indonesia",earthquake,5.1,7.8,0.107,28,reviewed,us,us
2021-10-15T19:48:34.333Z,1.4091,97.0429,28.35,4.5,mb,,167,0.542,0.83,us,us6000fv0h,2021-12-25T22:58:36.040Z,"127 km SW of Singkil, Indonesia",earthquake,4.1,3.7,0.081,48,reviewed,us,us
2021-10-14T17:55:53.099Z,-0.6408,100.6484,10,4.3,mb,,174,1.037,0.77,us,us6000fvxd,2021-12-18T19:59:05.040Z,"17 km N of Solok, Indonesia",earthquake,8.8,1.9,0.187,8,reviewed,us,us
2021-10-13T16:21:54.790Z,2.4228,97.6487,56.04,4.1,mb,,148,1.113,0.8,us,us6000fvnk,2021-12-18T19:59:02.040Z,"21 km NW of Singkil, Indonesia",earthquake,7.6,10.5,0.261,4,reviewed,us,us
2021-10-11T22:17:46.474Z,-3.1266,102.2585,114.01,4,mb,,163,1.409,0.84,us,us6000fttx,2021-12-18T19:58:55.040Z,"47 km NW of Curup, Indonesia",earthquake,13.3,11.2,0.164,11,reviewed,us,us
2021-10-11T19:17:00.270Z,-0.9403,97.4199,10,4.4,mb,,210,2.234,1.08,us,us6000fuwv,2021-12-18T19:58:54.040Z,"Kepulauan Batu, Indonesia",earthquake,14.5,1.8,0.378,3,reviewed,us,us
2021-10-04T06:20:11.557Z,-2.3568,103.7389,10,4.4,mb,,99,1.101,0.56,us,us6000fsz9,2021-12-10T21:14:21.040Z,"78 km SE of Bejubang Dua, Indonesia",earthquake,4.4,1.9,0.162,11,reviewed,us,us
2021-10-03T16:24:04.094Z,-1.8709,101.4746,152.12,4.2,mb,,160,2.225,0.62,us,us6000fsp2,2021-12-10T21:14:19.040Z,"22 km NNE of Sungai Penuh, Indonesia",earthquake,9.7,7.8,0.115,22,reviewed,us,us
2021-09-30T18:54:25.978Z,1.2873,97.5015,21.44,4.1,mb,,163,1.993,1.07,us,us6000fsa5,2021-12-04T14:29:03.040Z,"115 km SSW of Singkil, Indonesia",earthquake,11.2,6.5,0.145,13,reviewed,us,us
2021-09-28T06:53:24.690Z,1.8117,99.0261,10,4.3,mb,,110,0.882,0.76,us,us7000ff45,2021-12-04T14:30:06.040Z,"28 km ENE of Sibolga, Indonesia",earthquake,4.9,1.8,0.119,20,reviewed,us,us
